movie,user_review_permalink,user_review
City Lights,https://www.imdb.com/review/rw0007532/,"If there is one Charlie Chaplin film to recommend, as others have pointed to in the past, City Lights is the one. Though Chaplin played his Tramp character superbly in other movies, like Modern Times and The Gold Rush, City Lights displays the Tramp at his funniest, his bravest, his most romantic, and his most sympathetic. It's tough for filmmakers in recent days to bring the audience so close emotionally with the characters, but it's pulled off. The film centers on three characters- the Tramp, the quintessential, funny homeless man who blends into the crowd, but gets caught in predicaments. He helps a drunken businessman (Myers, a fine performance in his own right) from suicide, and becomes his on and off again friend (that is, when it suits him and doesn't notice his 'friend's' state). The other person in the Tramp's life is the Blind Flower Girl (Virginia Cherrill, one of the most absorbing, beautiful, and key female performances in silent film), who are quite fond of each other despite the lack of total perception. The emotional centerpiece comes in obtaining rent and eye surgery money, which leads to a (how else can I put it) magical boxing match where it's basically a 180 from the brutality and viscerality of a match in say Raging Bull. Though there is no dialog, the film achieves a timelessness- it's essentially a tale of two loners who find each other, lose each other, and find each other again (the last scene, widely discussed by critics for decades, is moving if not tear-inducing). And it's never, ever boring- once you get along with the Tramp, you find the little things about him, the reaction shots, the little things he does after the usual big gag (look to the ballroom scene for examples of this, or when he gets a bottle of wine poured down his pants without the other guy noticing). Truth be told, if this film makes you indifferent, never watch Chaplin again. But if you give yourself to the film, you may find it's one of the most charming from the era, or perhaps any era."
Hamilton,https://www.imdb.com/review/rw5877845/,"I mean, i WAS pretty high, but still.It definitely lived up to my hype."
Capharnaüm,https://www.imdb.com/review/rw4361678/,"Capharnaum - The MovieNadine Labaki always astonishes me with her work and this is actually my first time ever to write a review about a movie. But this... this is a masterpiece...Capharnaum managed to stir my emotions, it awakened my mind to things we see on a daily basis but decide to ignore. It was a big slap in the face, to be honest. As I watched, I hated myself for having food and shelter. I hated the fact that I paid 14.000 LBPs for my own pleasure and enjoyment to watch a movie. I hated the fact that I bought a $1 worth of pop corn for $7. Why do I get to enjoy a three-hour movie whilst others need that money for a three-day food supply? For those who still haven't seen it, it's a story of a supposedly 12-year old boy who gets sued for stabbing a ""son of a bitch"" (as the boy, Zain describes him). It depicts the life of a typical Lebanese poor family, only if the word poor was enough. It portrays how they eat, how they dress, how they talk and behave and what they do for a living. It was so REAL that I thought it was actual footage from Zain's life. The movie also displays the life of an Ethiopian woman who has no permit and who was knocked up by some guy and gave birth to a baby she can barely support. Oh, speaking of the Ethiopian woman; I was meaning to mention, as soon as the movie starts, we see Zain at court and then we also see the Ethiopian, Tegist with tears in her eyes while waiting for Internal Security to call out her name. At this point I'm really curious as of what this is going to be about and some guy behind me makes a ""funny"" joke about the scene saying ""oh, so the Ethiopian is the star of the movie?""... I don't know why but I thought I'd mention that because it left me in shock... we'll get back to that later. Capharnaum addresses poverty, illiteracy, ignorance, cruelty, racism, unawareness and child abuse. On the other hand, it also addresses kindness, innocence, forgiveness and faith. It is just amazing how Zain worked so damn hard to support Tigest's baby all alone while his parents didn't have a care in the world for their own children. A 12-year old boy taking care of a baby was just so heartwarming and beautiful. 
Zain's personality is amazingly complex and in him one can touch awareness and illiteracy at the same time. Innocence and violence. Politeness and insensitivity. Good and bad. Love and hate. 
He had a vision, he had a message. 
His message was bigger than governments and countries. It was bigger than you and me. It was a message that we decide to laugh about instead of help spread. The message is simplified in one word: AWARENESS.About the guy I mentioned earlier, lets hope he has learned something from the movie...Lets make this movie our prayer before going to bed every night... Then, we could try and change the world to the better.Nadine Labaki keeps on dazzling us with her great work... I can't wait for the next one. We, as Lebanese, are so proud of you. And the whole world should be. Much love."
Joker,https://www.imdb.com/review/rw5159304/,"Every once in a while a movie comes, that truly makes an impact. Joaquin's performance and scenography in all it's brilliance. Grotesque, haunting and cringy. Hard to watch at times,... but so mesmerizing, you won't blink an eye watching it. Tragic, but with seriously funny moments. Emotional rollercoaster - sometimes, with multiple emotions popping-up at the same time.this is far from a typical action-riddled predictable super-hero movie - it's a proper psychological thriller/drama, with the single best character development I have ever seen."
Kimi no na wa.,https://www.imdb.com/review/rw4047205/,"From an anime nonetheless.Much has been said about this great animation and most of it is true.
It is beautiful, tender, modern (watch the film and you will understand) and makes human love interesting again.With that said, it is too bad that Hollywood has picked this up. Not that I will be watching that remake, but I cringe already at the thought of Hollywood hack and remake specialist giving this an American swirl. All the cliches of bad remaking and safe corporate changes will be applied. Aaaarrrggghh"
Spider-Man: Into the Spider-Verse,https://www.imdb.com/review/rw4510491/,"I have to say, and no pun-intended: Into the Spider-Verse is a total marvel, all the way down to its stylish and diverse styles of animation to its bold, sophisticated storytelling. The visuals are absolutely enchanting. Fast, colorful, and distinct. Something Sony Animation always nails is how each character has a pronounced look and movement. With the various kinds of Spider-Men and Marvel villains featured in this story, the animators went all out to give them a unique identity. Notably in this case are Spider-Man Noir, Peni Parker, and Spider-Ham. Noir, whose universe takes place in 1930s New York, boasts a dark, shadowy vibe similar to Sin City, Peni Parker has a bubbly anime look, and Spider-Ham is a bouncy, eccentric cartoon character who takes full advantage of his absurd existence to deliver some of the film's best laughs. Even with these different identities, the film slows down to balance their character in a serious nature. Heck, one of the most hard-hitting, poignant lines is spoken by Spider-Ham, the breakout comedic relief.Miles and a majority of characters share the same art style. I really enjoy the blend of 3D models with traditional 2D movement. It's very appealing to watch and it seamlessly matches the comic book theme. I also appreciate the stylization of certain villains. Kingpin is a character I don't think was portrayed accurately outside of the comics, just appearing as a generic, heavy-set bald brute, when he's really an enormous, borderline non-human tank. Kingpin looks excellent in this film, with his titanic body and small head with an intimidating grimace. He's a powerful force and a legitimately scary antagonist. Doc Ock is another example, portrayed as a brilliant, but outlandish female scientist with a psychotic passion for villainy. I didn't feel like I needed to know more about her character, she was such a fun villainess to watch. She really added to the suspense in some action sequences.I really loved the story. I thought it was rich with charm and thrills. Granted, I did notice some familiar elements that are done to death in superhero fiction and the animation canon alike, such as surprise villain reveals and major character deaths that were obviously seen coming, and I certainly wish some characters (espeically Miles' uncle) had more screentime, but there's one fact that overshadows these flaws for me: The writing is mature. First of all, it's a Sony Animation product. If you look at this company's past work, some of it is very soulless with its marketing and panders to its audience with incessant pop culture references and juvenile comedy. Into the Spider-Verse is a welcome departure. Passion and integrity was put into this project. The writing is very grounded and treats its audience like people who want to see a genuinely captivating flick. Heck, the first third of the film is somewhat slow and nonchalant, almost like an arthouse film. I've never had such a cool, yet off-beat and engaged feeling while watching an animated film on the big screen. Nothing was forced, nothing felt out-of-place, nothing took me out of immersion. The tone and pacing is very adult, even when something excessively goofy like Spider-Ham is on-screen. It's like the Marvel Cinematic Universe. It can be dark and distressing, but lighthearted and amusing. There's a perfect balance and it never sacrifices integrity just to appeal to a niche audience. Well...there is that after-credits scene, but it was quite hilarious, so I let it pass.That's the most I can say without spoiling a lot of the film. I want you to see this absolute marvel with your own eyes. To close, Into the Spider-Verse is everything I hoped it would be. This is a game-changer for both superhero filmmaking and animation altogether. Sleek, colorful, funny, emotional, frenetic. This film skillfully balances all these elements. There is never a moment that felt forced, it never talks down to the audience. It's a mature and stylish take on the Spider-Man mythos, and perhaps the best big-screen Spidey picture to date with some of the best animated visuals you'll ever see. I didn't have a single issue with this film. I was dazzled and moved throughout. Sony Animation, if this was your apology for The Emoji Movie, then apology goddamn accepted. Massive bravo!"
Avengers: Endgame,https://www.imdb.com/review/rw4805133/,"I have to say, my first reaction walking out of the cinema was that it was great. Probably an 8/10. You know there's so much fan service in this movie and I particularly loved the ""I can do this all day"" CA line from one CA to another. It was almost Toy Story 2, enlightened Buzz to naive Buzz banter.I loved Clever Hulk, found Thor hilarious, though a bit annoying at times, and loved the references to past movies. Cap swinging Mjollnir around was beautiful.The deaths in this movie were also pretty surprising but I agree with some of the more balanced reviews in here that it was bizarre that so much time was spent on Hawkeye - does anyone really care about him? Not really.Killing off Black Widow was a surprising touch, but I, like many others, probably felt more of an emotional reaction to Banner's relationship with her and not Hawkeye (because no one actually cares about him). Renner, as an actor, just doesn't cut it much, unfortunately.The real problem with End Game, is the time travel. I don't know why any movie franchise would ever want to deal with time travel knowing how much grief it creates. Sure they try to explain everything with their hilarious conversation about movies, but in the end, there are just too many questions left at the end of the day, particularly when they already try to explain it through the Ancient One.The most glaring one of these is, if they change the past, they're changing another timeline, so how selfish is that? If Tony Stark snaps his fingers and kills Thanos, what happens to that original timeline? If he sent Thanos and everyone back, how does he magically know not to send Gamora back who is now stuck in 2023 - and so does that mean 2014 Quill never meets Gamora?!? What the hell? Essentially erasing the entire 2014 GOTG franchise in that universe. If Captain America goes back in time, he will inevitably change history in some way or another, so that is another timeline, right? So while everyone else's timeline is meant to stay the same in the present (as said by Stark) how does Cap end up sitting by the same lake as everyone else.There are also way too many questions about new timelines created - but perhaps that is intentional, such as the Loki TV show. But this is why I hate it when they bring time travel into any movie and just add stuff to it to make it wrap up nicely in their own universe.Also, don't get me started on how impossibly strong Thanos suddenly is without an infinity gauntlet? Even WITH the IG he couldn't stop Thor's Stormbringer, but now without the IG can easily defeat Thor with Stormbringer AND Mjollnir, Iron Man and Cap??? How convenient.I also think Marvel made a serious mistake creating Captain Marvel, how is she brought in as a convenient deus ex machina and yet doesn't really stick around to show off all her abilities, and she can't even defeat Thanos single handedly? Pfft. That was rich. She can barely prevent Thanos from snapping his fingers, yet in Infinity War, Cap was able to actually hold off his hand too? Bizarre parallels.So okay, sure, it was enjoyable to watch, but I just feel that there are too many plot inconsistencies creeping into End Game. There should have been better ways to get the infinity stones back, and I think someone stupid just thought time travel was the best way to do it,."
Avengers: Infinity War,https://www.imdb.com/review/rw6521351/,"Infinity War is remembered mostly for how it ends, with good reason. But for me, the entire movie is incredible. Action, humor, cinematography, heartbreak, etc. It was a culmination of 10 years of character development. The benefit of that hard work? The movie can start with incredible action and never let up. Most wouldn't agree because of the ending, but I feel it's the best movie of the MCU (so far). Endgame was awesome, infinity war was better. I think the best part of it was the fact that we had so many cool character meet ups that as fans we never thought we'd see. Thor with the guardians? Wow. Star Lord and Iron Man? Rocket and the winter soldier? We could go on and on. They also mastered the art of humor to help offset some deep deep hurt throughout the story. Thor and Star Lords interactions are pure gold. Thor calling Rocket ""rabbit"" pure gold. Dr Strange and Tony going toe to toe is worth the price of admission as well. I'm going to stop now or I could type forever.My only goal of writing this review is to help sway some others. Try to appreciate this movie for more than the gut wrenching ending. It's nonstop awesome from beginning to end. Enjoy!"
Coco,https://www.imdb.com/review/rw3845362/,"Im Mexican and all i can say is Thanks you Pizax,I just saw this movie and i just remembered all my childhood with my grandparents, Mexico was represented beautifully,the music, the colors. This movie touched me in my soul and i cried a lot, i created an account just to say how good pixar made everything, again gracias pixar por tan hermosa pelicula."
Django Unchained,https://www.imdb.com/review/rw5902790/,"Great direction, screenplay, performances, soundtrack, cinematography, costume design, production design, all the things you can expect from a Tarantino film.Also like others Tarantino films, only those who really have a extensive knowledge of films are going to really appreciate some things, like the Franco Nero scene."
The Dark Knight Rises,https://www.imdb.com/review/rw2729565/,"After eight years in seclusion, Batman resurfaces to face Bane, a mastermind bent on destroying Gotham and has ties to Bruce Wayne's past. Christopher Nolan's conclusion to his Dark Knight trilogy should be treated as a wrap up rather than a third installment. Despite many new characters being introduced, even their conflicts and motives are derived from events that occurred in the previous two films. Such an approach could be seen as a weakness, since the conflict could just end up being sort of a rematch rather than moving the story forward; however, Nolan's approach works terrificly. Over an hour is shot in stunning IMAX, but the film is more touching than it is intense and that's its best quality. Hardy steps in as the genius mercenary Bane, who is slightly bigger, slightly stronger and slightly smarter than Batman, thus making him a challenge best suited for the grand finale. The Joker works best as Batman's arch-nemesis since they are polar opposites, with The Joker standing for everything Batman stands against. Two-Face works best as Batman's most tragic enemy because Harvey Dent is very much like Bruce Wayne the only difference is: Dent copes with his tragedy through revenge rather than seeking justice as Wayne did. Bane works best as Batman's most challenging villain because of his physical and mental superiority—forget the Bane you saw in ""BATMAN & ROBIN"". Nolan carefully chose all his villains in the series wisely and executed them perfectly. Hardy had big shoes to fill following Ledger's posthumous Oscar winning performance; while Bane is no Joker, Hardy does a satisfying job and should not be compared to Ledger's performance as they are completely different roles. It is Michael Caine, however, that delivers the most memorable and touching performance of the entire film. A wonderful conclusion to a wonderful trilogy.**** (out of four)"
3 Idiots,https://www.imdb.com/review/rw2521419/,"I asked my co-workers to recommend a Bollywood movie. I expected ""Dumb and Dumber"" by the title. It wasn't that at all. It is more of an inspirational comedy with some serious but good messages. A more accurate title would have been ""The Legend of Rancho"".Odd to me is that they speak in part English, part Hindi through the movie, kinda like some speak ""Spanglish"" here I suppose. I know none of the actors but the acting was good, and there was plenty of humor. The characters were believable. Most movie dancing I find a little silly but I even liked the dancing routines in the bathroom.I will be asking my co-workers for more recommendations after this one!"
Taare Zameen Par,https://www.imdb.com/review/rw2500742/,"As I just became aware of this film a few weeks ago, and ordered a DVD and watched it today (10-9-11) this review is unlikely to be seen by many because the film is 4 years old and there are nearly 250 user reviews already. So rather than rehash the plot, I will first mention that I have been an Educational Therapist for over 45 years, and have worked extensively with dyslexic and ADD and ADHD children in my practice, so this film had intrinsic interest to me going in. But despite seeing many films on learning problems through the years, some very good, I have never seen any movie that can come close to this one both in emotional power and subject accuracy. When I saw that the film is 165 minutes long, I was expecting to watch it in two sittings, but I never once felt the need to take a break, and in the second half of the film, when the director Aamir Khan enters the story, I was riveted continuously, and embarrassingly shed more than a few tears. If you have any interest in education and the problems the outsiders face, this is a must-see. And if you just want to see an intelligent drama with no car chases, explosions, sex scenes, or ultra violence, then you will be glad you saw this wonderful film, which, by the way, while it is about children, is not really for children, unless they are over about 11 or 12, or have suffered the experience of failing due to undiagnosed or treated reading or similar learning difference. Don't let the Disney Studio name fool you, this does not feel like a typical Disney movie, but the film does point out that Walt Disney himself had school learning problems as a child. Another aspect of the film is something I always try to impart to my clients: There is life after school. And it is not necessary to be the best at everything to be successful. Just become the best you are able and try to find something you like doing that makes you happy.The rest will take care of itself. What a great film!Since I first wrote this review, I have rewatched it 5 more times, and now consider it the best film I have ever seen, and that encompasses about 2500 films."
WALL·E,https://www.imdb.com/review/rw1900551/,"Who says popular films are not and cannot be art? If anything is proof that popular films can be of a stunningly high quality, the beauty of the animation, writing, music, and sound design in ""WALL·E"" is it. ""WALL·E"" eclipses even Andrew Stanton's ""Toy Story"" and ""Toy Story 2"" in the Pixar pantheon, is perhaps Pixar's best film to date and, call me crazy as I've just seen it, a contender for the title of best animated film, period.""WALL·E"" is everything we've come to expect from Pixar and more- colorful, vibrant, imaginative, exciting, involving, beautiful, and most importantly a film with interesting, involving characters. Sure, WALL·E is adorable, and as much credit as the animators get for that, this film would be nothing without Stanton's screenplay, which features very little dialogue but is still notably intelligent and surprisingly subtle, making a refreshing change from the 'go green' campaigns we're all so used to. Does ""WALL·E"" have a message? Sure, but it's an important message and it is delivered subtly and beautifully.""WALL·E"" operates on two levels (and works spectacularly well on both). It is a majestic science fiction epic like we haven't seen in a couple of decades and it is a genuinely touching and never cheap romance. ""WALL·E"" will never get points for originality but it doesn't exactly need them because the homages to great films and figures of the past- Chaplin, Keaton, Tati, the Marx Brothers, ""2001: A Space Odyssey"" (this one is particularly spectacular), ""Close Encounters of the Third Kind"" are actually homages and not ripoffs. ""WALL·E"" is a wonderful tribute to a bygone cinematic tradition (well, two or three of them actually). The social commentary in ""WALL·E"" is sobering because it's never overbearing and most importantly because we see the world through machines, machines who feel more about Earth and life than the humans do. The depiction of humans on the ship could have been incredibly offensive, cheap, and tasteless in concept but the execution here is absolutely perfect.What is most surprising about ""WALL·E"" is how sad it is. Not even in the 'how will they get out of this, oh I feel so sorry for them' way ""Finding Nemo"", a previous Stanton effort, is, but in a truly melancholy sense. The early portion of the film maintains all the playfulness of a Jacques Tati film but also evokes a striking and powerful feeling of loneliness. It's a brilliant introduction to WALL·E, given that the rest of the film is too wacky to bother with long scenes focused entirely on character, and works beautifully with the ugly yet beautifully-rendered future Earth, a barren wasteland filled with nothing but garbage, a seriously resilient cockroach being WALL·E's only companion before EVE shows up, but I won't go into the story- it's best you see it unfold for yourself.From the entertaining shorts shown before the film to the memorable characters, locations, and animation we have come to expect, Pixar films are now event cinema, and they have outdone themselves with ""WALL·E"". This film is spectacular, majestic, touching, involving, and achingly beautiful. Most importantly, however, it is perfect entertainment. I may be saying this too soon, but I don't think I have ever seen an animated film that has satisfied me more than ""WALL·E"", and 2008 is going to have to work hard to keep this from being the top film of the year, which it most certainly is at the moment.9.5/10"
The Lives of Others,https://www.imdb.com/review/rw1379708/,"Because this movie deals with recent German history, some German comments about it get sidetracked into minute historical discussions. Forget them; Das Leben der Anderen is an outstanding movie that should be seen everywhere.The former East Germany, a relatively small country of 16 million people, was controlled by the most sophisticated, cunning, and thorough secret police the world has ever seen, the East German Ministerium für Staatsicherheit, or ""Stasi."" The Stasi had about 90,000 employees -- a staggering number for such a small population -- but even more importantly, recruited a network of hundreds of thousands of ""unofficial employees,"" who submitted secret reports on their co-workers, bosses, friends, neighbors, and even family members. Some did so voluntarily, but many were bribed or blackmailed into collaboration.Das Leben der Anderen, (""The Life of Others"") German director Florian Henckel von Donnersmarck's debut, builds this painful legacy into a fascinating, moving film. In its moral seriousness, artistic refinement, and depth, Das Leben der Anderen simply towers over other recent German movies, and urgently deserves a wide international release. The fulcrum of the movie (but probably not its most important character) is Georg Dreyman, an up-and-coming East German playwright in his late 30s. Played by the square-jawed Sebastian Koch, Dreyman is an (apparently) convinced socialist who's made his peace with the regime. His plays are either ideologically neutral or acceptable, and he's even received State honors.Although he is a collaborator, he is also a Mensch. He uses his ideological ""cleanliness"" to intervene on behalf of dissidents such as his journalist friend Paul Hauser (Hans-Uwe Bauer). These unfortunates must contend with every humiliation a totalitarian state can invent: their apartments are bugged, friends and family are recruited to inform on them, and chances to publish or perform can be extinguished by one stray comment from a Central Committee member. The most recalcitrant can be kicked out of the country and stripped of their citizenship, like the singer songwriter Wolf Biermann.Dreyman lives in a shabby-genteel, book-filled apartment with his girlfriend Christa-Maria Sieland (Martina Gedeck), a renowned actress who often appears in his plays. At the beginning of the movie, Dreyman himself comes under the regime's suspicion, for reasons that become clear only later. The fearful machinery of the Stasi rumbles to life: his movements are recorded, and his apartment bugged. The Stasi had bugging down to a science: a team of meticulously-trained agents swoop into your apartment when you're not there, install miniscule, undetectable listening devices in every single room -- including the bathroom -- and vanish in less than an hour, leaving no trace. Agents set up an secret electronic command post nearby, keeping a written record of every joke, argument, or lovemaking session.The ""operative process"" against Dreyman is overseen by Stasi captain Gerd Wiesler, played by Ulrich Mühe, an actor from the former East who was himself once in the Stasi's cross-hairs. Captain Wiesler starts the film as a colorless, icy, tight-lipped professional who shows no mercy in fighting the ""enemies of socialism"": if he needs to interrogate a suspect for 10 hours without sleep to get a confession, he will do so -- and then place the seat-cover the suspect sat on in a vacuum jar in case the miscreant should later need to be tracked by bloodhounds. At night, Captain Wiesler returns to his tiny apartment in an grubby, anonymous high-rise. He settles himself among his inexpressibly drab furniture, eats a meal squeezed out of a plastic tube while watching reports about agricultural production, and then goes to bed alone.As Captain Wiesler listens to Dreyman and his girlfriend he begins to like them, or perhaps envy the richness and depth of their lives in comparison with his own. Perhaps he also begins to wonder why a stranger should have the right to become privy to Dreyman's most intimate secrets: his occasional impotence, his girlfriend's infidelities, his artistic crises. At the same time, though, Wiesler is under pressure: a Central Committee official has made it clear to Wiesler and his toadying supervisor Lieutenant Colonel Grubitz (Ulrich Tukur), that Dreyman has to go down. I won't discuss more plot details, as there are unexpected twists. Each of the main characters is drawn deeper into the conflict between Dreyman and the State, and each is torqued by loyalty conflicts that intensify as the pressure increases. The cast is outstanding. Sebastian Koch finds the right combination of poetic detachment and watchful sophistication for Dreyman. Martina Gedeck, as his girlfriend, has the most challenging role, since she's buffeted from all sides: by her suspicious partner, by Stasi agents trying to turn her, and by a lecherous Culture Minister. Ulrich Mühe plays the Stasi agent's transformation with reserve, only hinting at the stages in his character's secret, but decisive, change of heart.Director von Donnersmarck, a blue-blooded West German, has re-created the gray, drained look of the former East, and the nature of Stasi intimidation, with a fidelity that has earned the praise of East Germans. His pacing is relaxed, but doesn't drag; although there are a few longueurs, most scenes unfold at just the right pace, and there are several great set-pieces. One is a bone-rattling episode in the Stasi canteen in which a young recruit is caught telling a joke about East German premier Erich Honecker. Another is the penultimate scene, a masterstroke in which Dreyman gains access to his massive Stasi file, while reading it, suddenly understands episodes of his own life which had never made sense to him before. The ending is perfectly judged; bittersweet and moving without swelling strings or teary confessions.Das Leben der Anderen is an outstanding movie, probably a great one. If it's not picked up for international distribution, it will be a bitter loss for thousands of potential moviegoers in other countries."
Oldeuboi,https://www.imdb.com/review/rw1818421/,"Hi! I am a South Korean national student here in London, and would like to give you some clues why the main character, Oh Dae-Soo, was kept in the private prison for exactly 15 years and why he ate the live octopus as I hope you all understand this film a little better.Firstly, his wife was killed one year after his being kept in the privately run prison. Obviously, Oh Dae-Soo didn't kill her but was suspected of murdering her. It must be done by Lee Yu-Jin who planned to have his sister's revenge upon Oh Dae-Soo. In South Korea, criminals of unsolved crimes including murder cases are forgiven/overlooked by law 15 years after the crimes were committed, which means a murder suspect wouldn't be charged or get punished unless the suspect is caught within 15 years after the murder. This is why Oh Dae-Soo was released 15 years after his wife was killed. Thus, he wouldn't be disturbed by the police investigation and Lee Yu-Jin could play with him at his own discretion.Secondly, nobody in the country eats live octopus like the way he ate in the film. It seems to me that the scene shows his uncontrollable anger against the man who he talked with on the phone and didn't say anything about the reasons why he was kept in the prison. If there was a piece of cake or a bowl of rice in front of him, I guess he would probably eat it in the same way he did with the octopus. So, please don't get it wrong that eating something alive is part of Korean culture. It should be understood itself in that extreme context.I saw this film several times with my friends. I didn't quite understand it in the first view but came to like it in the second time and it's one of my favourites now. I like the complicated plot and the shocking ending. As I'm studying translation of English and Korean, most of my classmates and friends are English who spent some time in South Korean and they liked this one the most among other Korean films.I hope my talk helps."
Memento,https://www.imdb.com/review/rw5989689/,"I know that it's a little late by now for this review considering this movie is twenty years old by now. However, it's still amazing. The way that Christopher Nolan puts this movie in a jumbled order that you don't quite realize until halfway through is genius. What's very interesting is how you have to think for a while then you get it. Spoilers ahead stop reading if you haven't seen it yet!
You have the movie starting with him shooting Teddy, and then how he got there in the next scene, but what's funny is you think it's leading up to (or I guess leading down to) how he's going to reveal that Teddy is the bad guy. He is not! He's a cop, a not crooked one but a cop all the same, that's using a guy with no short-term memory to kill off drug dealers. Then you have Natalie, who seems nice but is ripping him off just the same and is using him to kill drug dealers that are competition and to get the cop off of the streets. You have him being used by everyone around to fit their purpose, turning him from a man on a revenged quest to basically a serial killer. They make him kill who they want as long as they justify it will help him. It's very well told and really makes you mad that the guy you're rotting for is a killer that's been duped. Nobody is a good guy. There is no hero. And why is it good then? It plays with your mind so well, you walk away and contemplate on it forever. Great movie, one of Nolan's best ever."
Mononoke-hime,https://www.imdb.com/review/rw0426522/,"This seems to be Miyazake's most personal work, clearly a serious design. It is set in an imaginary time which blends the time of the ancient gods (Shinto style, gods of place and nature) with the settlement of humans and the coming of metalworking and war.  The world is not in balance, and a distant conflict between industry and nature has wounded one of the gods of the forest, which is then killed by a sentry boy as it rampages into farmland he guards.  The evil controlling it transfers to him, beginning a slow takeover, and he must journey to the origin of the conflict to find a way to cure himself and incidentally, as he will learn, to try to restore balance.  But this is not a simplistic tale, he finds there are other characters in play, and there is good and evil in everyone, and no easy balance.  The Princess (Hime) of the story is a mysterious human who has been raised by wolves (which are themselves powerful forest gods, a little reminiscent of the Amerindian Coyote myth), who becomes both his ally and his enemy.  The story is not easy to understand.  It has many Japanese mythic elements but even then, it is a work of Miyazake's unique imagination, and is not intended to be simple or to have a clean resolution.The animation is spectacular, and unusual, with new elements even for Miyazake and marks a new departure for style which you can see continued in his next film, Sen to Chihiro - more nature, more wild, more jamming on elements from Japanese myth and folklore.  And, continuing the trend to be more personal, concerned with ethics and character, and less sci-fi. There are at least half a dozen well developed characters threaded through the story, and their animation is wonderful in displaying subtle character.The original Japanese soundtrack has some amazing singing and draws upon some of the best talent available for voices - in Japan, Miyazake is universally known and this was a masterpiece carefully crafted.  Japanese television documented a lot of the production.  The English translation drew on some good talent but they seem not to have ""gotten it"" quite so intensely as the Japanese crew.If you haven't seen Miyazake, give it a try (but maybe look at Sen to Chihiro first, or even Laputa or Kiki's Delivery Service, for easier and lighter introduction to his work).  Some say he is the Japanese Disney, but I don't like that.  His work has a depth and sophistication that goes beyond Disney cute.  There is no other animation like it.  This is truly an adult work: children might like some of the visuals, but I doubt that many kids below teen age will have any idea what it is all about, and even adults will get more out of this each time you see it again."
Once Upon a Time in America,https://www.imdb.com/review/rw0213795/,"Many people compare ""Once Upon a Time in America"" with ""The Godfather"". In my opinion these two movies can't be compared. Both are masterpieces in their own way, but each of them has a different style. You don't compare a Picasso to Michelangelo's Sixteen Chapel either, do you?What is it that makes this movie a masterpiece? Well, first of all there is the director. Sergio Leone is a real master when it comes to creating a special atmosphere, full of mystery, surprises and drama... He's one of the few directors who understands the art of cutting a movie in such a way that you stay focused until the end. The way the movie was cut is also the reason why a lot of Americans don't think this movie is very special. There are three versions, but only the European version is how the director imagined it to be. He didn't want his movie to be shown in chronological order (1910's - 1930's - 1960's), but wanted to mix these three periods of time. The studio cut the movie in chronological order, loosing a lot of its originality and therefor getting a lot of bad critics. If you want to see this film the way Sergio Leone saw it, you have to make sure you get the director's cut. The second reason why this movie is so great is the music. Ennio Morricone, who is seen as the greatest writer of film music ever, did an excellent job. Together with the images, the music speaks for itself in this movie. From time to time there isn't said a word, but the music and the images on their own tell the story. He understood perfectly what Sergio Leone wanted and composed most of the music even before the movie was shot.Last but not least there is also the acting and the script. The actors all did an excellent job. But what else can you expect from actors like Robert De Niro, Joe Pesci... They helped making this movie as great as it is by putting there best effort in it. The script helped them with it. It took twelve years to complete, but it hasn't left any detail untouched. The writers really thought of everything when creating it.I can really recommend this movie to everyone, but especially to people who like the gangster genre. When you want to see the movie, you better be sure that you will have the time for it. This isn't a movie that is finished after 90 minutes. You'll have to be able to stay focused during 3 hours and 47 minutes, which will certainly not be easy during the first 20 to 30 minutes. Some scenes at the beginning only make sense when you have seen the end of the movie. But when you are able to stay focused, you'll find this one of the best movies you've ever seen. I certainly did and I rewarded it with a well deserved 10/10."
Raiders of the Lost Ark,https://www.imdb.com/review/rw5259062/,"This is the first movie in the Indiana Jones series. It is also the best film in the series. Indy is hired by the US government to track down the sacred arc of the covenant. While he is on his quest the Nazis are also searching for the arc. This is a wonderful adventure story that covers many countries. Harrison Ford was born to play this role, and he does it with flair. After having seen this film quite a few times, you also get to pick out the Easter eggs that are scattered around. One hint is be on the lookout for two well known Star Wars droids.
I do not think that there was a better combination in the 80's than Lucas and Spielberg. This in everything you would want from an adventure movie and more."
